id,math,english,ukrainian,privileged,rating,admitted
834,139,147,126,0,137.5,0
835,154,172,135,0,153.7,0
836,159,166,147,1,157.5,0
837,186,165,179,0,177.6,1
838,135,155,162,0,149.1,0
839,174,155,135,0,156.60000000000002,0
840,150,141,148,0,146.7,0
841,154,168,142,1,154.6,0
842,168,163,140,0,158.1,0
843,132,164,174,0,154.2,0
844,162,144,127,0,146.1,0
845,158,111,187,0,152.6,0
846,164,176,171,0,169.7,1
847,160,145,176,0,160.3,0
848,200,137,145,0,164.6,1
849,142,168,152,0,152.8,0
850,144,147,126,0,139.5,0
851,142,176,144,0,152.79999999999998,0
852,143,167,164,0,156.5,0
853,142,168,180,0,161.2,0
854,178,127,132,0,148.9,0
855,183,179,147,0,171.0,1
856,143,160,151,0,150.5,0
857,138,147,127,0,137.4,0
858,164,157,166,0,162.5,1
859,143,119,140,0,134.9,0
860,167,163,151,0,161.0,0
861,159,134,145,0,147.3,0
862,124,127,139,0,129.4,0
863,185,124,154,1,157.39999999999998,0
864,190,177,150,1,174.1,1
865,142,142,147,0,143.5,0
866,147,185,140,0,156.3,0
867,100,100,100,0,100.0,0
868,161,120,188,1,156.8,0
869,168,132,157,0,153.9,0
870,195,179,174,0,183.89999999999998,1
871,151,151,127,0,143.8,0
872,139,144,158,1,146.2,0
873,127,158,133,0,138.1,0
874,140,165,125,0,143.0,0
875,154,177,140,0,156.7,0
876,190,183,178,0,184.3,1
877,144,147,174,0,153.9,0
878,159,128,159,0,149.7,0
879,119,196,188,0,162.8,0
880,178,160,151,0,164.5,1
881,200,135,161,1,168.8,1
882,144,135,158,0,145.5,0
883,145,161,118,0,141.7,0
884,175,154,137,0,157.29999999999998,0
885,168,155,153,0,159.6,0
886,191,139,165,0,167.6,1
887,166,150,111,0,144.7,0
888,147,136,151,0,144.89999999999998,0
889,166,172,157,1,165.1,0
890,177,175,171,0,174.6,1
891,171,118,168,0,154.20000000000002,0
892,165,136,166,0,156.6,0
893,176,125,139,0,149.6,0
894,178,141,116,0,148.3,0
895,182,153,147,0,162.79999999999998,1
896,167,126,175,1,157.1,0
897,151,136,182,1,155.8,0
898,157,134,169,0,153.7,0
899,179,159,163,0,168.20000000000002,1
900,138,156,162,0,150.6,0
901,162,140,143,0,149.7,0
902,147,158,152,0,151.8,0
903,155,144,188,0,161.6,0
904,180,149,136,1,157.5,0
905,158,188,187,0,175.7,1
906,155,181,148,1,160.7,0
907,127,129,181,0,143.8,0
908,169,171,126,0,156.7,0
909,167,171,166,0,167.89999999999998,1
910,198,132,140,0,160.8,0
911,148,171,126,0,148.3,0
912,159,185,159,0,166.79999999999998,1
913,159,132,175,0,155.7,0
914,186,136,138,0,156.6,0
915,190,112,199,0,169.29999999999998,0
916,160,160,153,0,157.9,0
917,167,166,153,0,162.5,1
918,158,161,165,0,161.0,0
919,146,162,173,0,158.9,0
920,158,128,153,1,147.5,0
921,176,175,192,0,180.5,1
922,134,178,159,0,154.7,0
923,157,150,148,0,152.20000000000002,0
924,140,154,122,0,138.79999999999998,0
925,178,124,149,0,153.1,0
926,124,165,148,0,143.5,0
927,143,166,174,0,159.2,0
928,162,153,164,0,159.89999999999998,0
929,186,177,131,0,166.8,1
930,153,148,158,0,153.0,0
931,143,166,168,0,157.4,0
932,192,134,185,0,172.5,1
933,126,154,172,0,148.2,0
934,111,151,170,0,140.7,0
935,163,159,156,0,159.7,0
936,144,147,162,0,150.3,0
937,134,152,179,0,152.9,0
938,169,171,128,0,157.3,0
939,159,146,148,0,151.8,0
940,143,122,139,0,135.5,0
941,129,189,162,0,156.9,0
942,172,182,179,0,177.1,1
943,168,129,143,0,148.8,0
944,153,168,107,0,143.7,0
945,191,144,146,0,163.39999999999998,1
946,133,160,173,0,153.1,0
947,124,160,165,0,147.1,0
948,141,150,163,0,150.3,0
949,154,139,149,0,148.0,0
950,159,141,129,0,144.6,0
951,150,136,165,0,150.3,0
952,200,200,200,0,200.0,1
953,129,153,198,0,156.9,0
954,183,140,166,0,165.0,1
955,153,168,143,0,154.5,0
956,177,184,142,0,168.6,1
957,161,143,153,0,153.20000000000002,0
958,164,159,150,0,158.3,0
959,166,164,177,0,168.7,1
960,163,164,158,0,161.8,0
961,167,156,140,0,155.6,0
962,181,169,192,0,180.7,1
963,158,164,155,0,158.9,0
964,169,130,170,0,157.60000000000002,0
965,153,172,142,0,155.4,0
966,199,106,183,0,166.3,0
967,141,139,161,0,146.39999999999998,0
968,191,155,117,0,158.0,0
969,154,168,195,0,170.5,1
970,126,150,180,1,149.4,0
971,157,176,147,1,159.7,0
972,141,200,132,0,156.0,0
973,171,139,161,0,158.39999999999998,0
974,141,127,156,0,141.3,0
975,146,161,162,0,155.3,0
976,117,169,158,0,144.9,0
977,145,150,165,0,152.5,0
978,197,195,108,0,169.70000000000002,0
979,123,128,166,0,137.39999999999998,0
980,170,168,134,0,158.6,0
981,170,142,182,1,165.2,0
982,163,189,187,0,178.0,1
983,135,194,200,0,172.2,0
984,154,139,132,0,142.9,0
985,154,144,159,0,152.5,0
986,131,172,113,0,137.9,0
987,185,147,166,1,167.89999999999998,1
988,172,154,144,0,158.2,0
989,150,155,193,0,164.4,1
990,155,116,139,0,138.5,0
991,159,154,121,0,146.1,0
992,114,141,145,0,131.4,0
993,193,182,109,0,164.5,0
994,141,183,170,0,162.3,0
995,134,129,113,0,126.19999999999999,0
996,149,171,155,0,157.4,0
997,190,149,113,0,154.6,0
998,167,149,148,0,155.9,0
999,143,170,187,0,164.3,1
1000,166,161,162,0,163.3,1
1001,182,166,137,0,163.7,1
1002,173,174,154,0,167.6,1
1003,156,148,155,0,153.3,0
1004,142,142,164,0,148.6,0
1005,168,133,127,0,145.2,0
1006,162,138,166,0,156.0,0
1007,172,200,100,0,158.8,0
1008,167,179,142,0,163.1,1
1009,175,127,145,0,151.6,0
1010,144,128,167,0,146.1,0
1011,181,164,155,0,168.1,1
1012,158,165,126,0,150.5,0
1013,196,165,135,1,168.4,1
1014,141,149,158,0,148.5,0
1015,189,152,153,0,167.10000000000002,1
1016,158,161,143,0,154.4,0
1017,141,156,145,1,146.7,0
1018,145,110,168,0,141.4,0
1019,148,150,144,0,147.4,0
1020,163,137,153,0,152.20000000000002,0
1021,165,158,198,0,172.8,1
1022,185,110,182,0,161.6,0
1023,154,162,117,0,145.3,0
1024,197,148,170,0,174.20000000000002,1
1025,189,173,141,0,169.8,1
1026,163,164,148,0,158.8,0
1027,155,163,139,0,152.6,0
1028,157,167,149,0,157.6,0
1029,167,196,186,0,181.39999999999998,1
1030,134,132,171,1,144.5,0
1031,149,164,172,0,160.4,0
1032,121,136,126,1,127.0,0
1033,162,166,131,0,153.89999999999998,0
1034,167,136,100,1,137.6,0
1035,145,146,138,0,143.2,0
1036,114,200,193,0,163.5,0
1037,130,174,165,0,153.7,0
1038,125,173,150,0,146.9,0
1039,159,130,154,0,148.79999999999998,0
1040,175,156,141,1,159.1,0
1041,188,140,159,0,164.9,1
1042,145,129,170,0,147.7,0
1043,176,150,122,0,152.0,0
1044,154,148,160,0,154.0,0
1045,151,200,173,0,172.3,1
1046,172,163,146,0,161.5,0
1047,168,127,169,1,156.0,0
1048,123,143,200,0,152.1,0
1049,184,175,152,0,171.70000000000002,1
1050,182,196,162,0,180.2,1
1051,142,123,140,0,135.7,0
1052,162,117,158,0,147.3,0
1053,164,192,164,0,172.4,1
1054,160,162,158,1,160.0,0
1055,143,137,134,0,138.5,0
1056,141,165,159,0,153.6,0
1057,154,102,184,0,147.4,0
1058,178,155,163,0,166.6,1
1059,165,161,174,0,166.5,1
1060,147,173,150,1,155.7,0
1061,170,134,169,0,158.89999999999998,0
1062,100,156,160,0,134.8,0
1063,177,136,135,0,152.1,0
1064,120,160,161,0,144.3,0
1065,147,137,135,0,140.4,0
1066,132,146,142,0,139.2,0
1067,129,135,158,0,139.5,0
1068,178,168,160,1,169.6,1
1069,145,172,131,1,148.89999999999998,0
1070,161,150,176,0,162.2,0
1071,154,155,166,0,157.89999999999998,0
1072,164,126,140,0,145.4,0
1073,156,149,124,0,144.29999999999998,0
1074,129,153,152,0,143.1,0
1075,174,200,146,0,173.40000000000003,1
1076,145,132,157,0,144.7,0
1077,123,184,147,1,148.5,0
1078,146,174,114,0,144.79999999999998,0
1079,185,160,147,0,166.1,1
1080,172,190,148,1,170.2,1
1081,148,162,167,0,157.9,0
1082,148,162,141,0,150.10000000000002,0
1083,148,153,188,0,161.5,0
1084,196,179,116,0,166.89999999999998,0
1085,162,176,181,0,171.89999999999998,1
1086,163,142,150,0,152.8,0
1087,175,128,172,0,160.0,0
1088,159,150,156,1,155.39999999999998,0
1089,149,138,177,0,154.1,0
1090,151,153,147,0,150.4,0
1091,153,179,133,0,154.8,0
1092,154,145,183,0,160.0,0
1093,169,154,152,0,159.4,0
1094,156,156,159,0,156.9,0
1095,169,171,179,0,172.6,1
1096,153,110,134,0,134.4,0
1097,156,142,166,0,154.8,0
1098,115,159,143,0,136.6,0
1099,173,179,152,0,168.5,1
1100,161,145,156,0,154.7,0
1101,174,117,124,0,141.9,0
1102,100,167,139,1,131.79999999999998,0
1103,196,142,182,0,175.6,1
1104,152,131,172,0,151.7,0
1105,177,142,153,1,159.3,0
1106,134,151,159,0,146.6,0
1107,167,142,149,0,154.1,0
1108,133,110,182,0,140.8,0
1109,142,172,150,0,153.4,0
1110,193,180,159,0,178.89999999999998,1
1111,195,180,106,0,163.8,0
1112,159,132,139,1,144.9,0
1113,172,150,186,1,169.6,1
1114,164,154,124,0,149.0,0
1115,158,166,187,0,169.1,1
1116,162,168,147,0,159.29999999999998,0
1117,200,140,150,0,167.0,1
1118,153,156,117,0,143.1,0
1119,159,164,145,0,156.3,0
1120,176,184,134,0,165.79999999999998,1
1121,177,169,142,0,164.1,1
1122,178,170,152,0,167.8,1
1123,167,156,174,0,165.79999999999998,1
1124,132,183,159,0,155.4,0
1125,187,163,161,1,172.0,1
1126,132,137,133,0,133.8,0
1127,161,183,137,0,160.4,0
1128,139,168,190,0,163.0,0
1129,153,146,140,0,147.0,0
1130,161,145,188,0,164.3,1
1131,161,160,150,0,157.4,0
1132,163,164,155,0,160.9,0
1133,187,158,176,0,175.0,1
1134,164,161,180,0,167.9,1
1135,150,188,152,0,162.0,0
1136,174,176,147,0,166.5,1
1137,178,158,153,0,164.5,1
1138,130,173,161,0,152.2,0
1139,166,134,172,0,158.2,0
1140,169,162,155,0,162.70000000000002,1
1141,149,191,167,1,167.0,0
1142,182,150,187,1,173.9,1
1143,151,138,162,0,150.4,0
1144,157,141,161,0,153.39999999999998,0
1145,151,133,124,1,137.5,0
1146,155,139,102,0,134.29999999999998,0
1147,133,147,162,0,145.9,0
1148,126,126,153,0,134.1,0
1149,186,155,144,0,164.1,1
1150,138,173,159,0,154.79999999999998,0
1151,135,136,153,0,140.7,0
1152,111,185,177,1,153.0,0
1153,142,165,156,0,153.10000000000002,0
1154,128,175,140,0,145.7,0
1155,187,141,174,0,169.29999999999998,1
1156,175,172,150,0,166.6,1
1157,141,133,165,0,145.8,0
1158,200,172,145,0,175.1,1
1159,174,158,142,1,159.6,0
1160,148,166,156,0,155.8,0
1161,105,131,155,0,127.8,0
1162,200,137,164,1,170.29999999999998,1
1163,127,166,149,0,145.29999999999998,0
1164,122,136,118,0,125.0,0
1165,175,164,146,0,163.0,1
1166,200,127,170,0,169.1,1
1167,182,171,149,0,168.79999999999998,1
1168,196,103,182,0,163.9,0
1169,166,166,174,0,168.4,1
1170,172,167,140,0,160.9,0
1171,170,141,124,0,147.5,0
1172,160,166,151,0,159.1,0
1173,157,160,145,0,154.3,0
1174,153,144,135,0,144.9,0
1175,139,134,151,0,141.1,0
1176,149,115,164,0,143.29999999999998,0
1177,121,161,154,1,142.9,0
1178,153,123,161,0,146.39999999999998,0
1179,135,156,191,1,158.1,0
1180,132,149,148,1,141.9,0
1181,158,168,160,1,161.6,0
1182,182,148,144,0,160.39999999999998,0
1183,173,148,138,1,155.0,0
1184,123,169,143,0,142.8,0
1185,135,161,145,0,145.8,0
1186,173,161,162,0,166.1,1
1187,135,164,200,0,163.2,0
1188,150,124,140,0,139.2,0
1189,166,170,146,1,161.2,0
1190,135,167,153,0,150.0,0
1191,157,134,162,0,151.6,0
1192,128,150,160,0,144.2,0
1193,142,154,180,0,157.0,0
1194,161,152,106,0,141.8,0
1195,123,161,107,0,129.6,0
1196,163,183,145,0,163.6,1
1197,154,176,176,0,167.2,1
1198,200,200,200,1,200.0,1
1199,159,167,100,0,143.7,0
1200,182,181,166,0,176.89999999999998,1
1201,157,162,159,0,159.1,0
1202,146,176,133,0,151.1,0
1203,157,195,135,0,161.8,0
1204,165,175,135,0,159.0,0
1205,155,159,157,1,156.79999999999998,0
1206,155,175,142,0,157.1,0
1207,140,157,164,0,152.29999999999998,0
1208,141,155,100,0,132.9,0
1209,126,147,137,1,135.6,0
1210,189,186,132,0,171.0,1
1211,130,138,149,0,138.1,0
1212,141,185,144,0,155.1,0
1213,140,164,170,0,156.2,0
1214,172,127,117,0,142.0,0
1215,149,162,155,0,154.7,0
1216,179,112,166,0,155.0,0
1217,141,167,192,0,164.1,1
1218,160,172,145,0,159.1,0
1219,138,143,161,0,146.39999999999998,0
1220,191,186,113,0,166.1,0
1221,106,106,111,0,107.5,0
1222,161,144,171,0,158.89999999999998,0
1223,167,133,154,0,152.89999999999998,0
1224,163,184,178,0,173.8,1
1225,151,194,127,1,156.7,0
1226,152,155,165,0,156.8,0
1227,155,175,192,0,172.1,1
1228,112,195,184,0,158.5,0
1229,174,140,160,0,159.60000000000002,0
1230,199,145,155,1,169.60000000000002,1
1231,143,179,123,1,147.8,0
1232,127,188,182,0,161.8,0
1233,153,166,142,0,153.6,0
1234,200,137,165,0,170.6,1
1235,138,194,123,0,150.3,0
1236,187,144,131,0,157.3,0
1237,188,148,183,1,174.5,1
1238,143,161,148,0,149.9,0
1239,166,186,184,0,177.4,1
1240,187,172,153,0,172.3,1
1241,147,163,118,0,143.1,0
1242,150,164,172,0,160.79999999999998,0
1243,143,155,143,0,146.6,0
1244,134,166,168,0,153.8,0
1245,142,104,155,0,134.5,0
1246,130,149,124,0,133.89999999999998,0
1247,185,114,195,0,166.7,0
1248,139,131,198,1,154.3,0
1249,159,162,164,0,161.4,0
1250,123,150,153,0,140.1,0
1251,161,190,176,0,174.2,1
1252,171,186,159,0,171.9,1
1253,115,145,159,0,137.2,0
1254,162,151,133,0,150.0,0
1255,191,114,200,0,170.6,0
1256,130,145,175,1,148.0,0
1257,188,158,138,0,164.0,1
1258,163,139,183,0,161.8,0
1259,140,132,153,0,141.5,0
1260,153,167,137,1,152.4,0
1261,166,167,174,0,168.7,1
1262,156,138,149,1,148.5,0
1263,165,172,170,0,168.6,1
1264,136,142,149,0,141.7,0
1265,158,160,153,0,157.1,0
1266,126,171,164,0,150.9,0
1267,152,154,160,0,155.0,0
1268,111,114,105,0,110.1,0
1269,140,144,132,0,138.79999999999998,0
1270,179,151,173,0,168.8,1
1271,176,150,152,0,161.0,0
1272,167,140,144,0,152.0,0
1273,133,151,127,0,136.6,0
1274,148,124,133,0,136.3,0
1275,179,145,114,0,149.3,0
1276,200,200,200,0,200.0,1
1277,200,149,143,0,167.6,1
1278,162,150,135,0,150.3,0
1279,158,153,153,1,155.0,0
1280,148,164,162,0,157.0,0
1281,157,172,196,0,173.2,1
1282,151,142,124,0,140.2,0
1283,169,130,178,0,160.0,0
1284,174,134,174,0,162.0,0
1285,139,145,139,0,140.79999999999998,0
1286,128,147,159,0,143.0,0
1287,118,139,145,0,132.4,0
1288,165,129,158,0,152.1,0
1289,132,145,185,0,151.8,0
1290,111,158,167,0,141.9,0
1291,162,166,165,1,164.1,0
1292,200,143,146,0,166.7,1
1293,154,146,125,0,142.9,0
1294,171,136,150,0,154.2,0
1295,156,154,179,1,162.29999999999998,0
1296,153,138,124,0,139.79999999999998,0
1297,173,166,133,1,158.9,0
1298,149,119,157,0,142.4,0
1299,160,147,135,0,148.6,0
1300,161,161,139,0,154.4,0
1301,141,158,146,1,147.60000000000002,0
1302,174,200,127,0,167.70000000000002,1
1303,151,161,135,0,149.2,0
1304,139,134,169,0,146.5,0
1305,165,153,128,0,150.3,0
1306,137,119,123,0,127.4,0
1307,155,153,142,0,150.5,0
1308,154,138,169,0,153.7,0
1309,176,173,151,0,167.60000000000002,1
1310,164,144,145,0,152.3,0
1311,154,152,155,0,153.7,0
1312,171,142,120,0,147.0,0
1313,123,195,172,0,159.3,0
1314,166,148,162,0,159.4,0
1315,155,191,146,1,163.1,0
1316,128,171,175,0,155.0,0
1317,133,164,132,0,142.0,0
1318,148,162,177,0,160.9,0
1319,142,162,158,0,152.8,0
1320,151,116,148,0,139.6,0
1321,156,149,154,0,153.29999999999998,0
1322,165,171,152,0,162.9,1
1323,153,154,179,0,161.1,0
1324,164,126,133,0,143.3,0
1325,156,153,139,0,150.0,0
1326,115,189,175,1,155.2,0
1327,136,179,143,0,151.0,0
1328,152,153,173,0,158.6,0
1329,130,174,188,0,160.6,0
1330,166,147,146,1,154.3,0
1331,185,120,168,0,160.4,0
1332,179,136,131,0,151.7,0
1333,150,186,170,0,166.8,1
1334,184,149,158,0,165.70000000000002,1
1335,157,150,164,0,157.0,0
1336,148,149,142,0,146.5,0
1337,142,193,121,0,151.0,0
1338,148,187,165,0,164.8,1
1339,147,199,113,0,152.4,0
1340,158,151,148,0,152.9,0
1341,158,160,173,0,163.1,1
1342,155,124,158,0,146.6,0
1343,163,184,193,0,178.3,1
1344,178,131,175,1,163.0,0
1345,173,159,141,0,159.2,0
1346,125,133,155,0,136.4,0
1347,103,143,154,0,130.29999999999998,0
1348,173,138,123,0,147.5,0
1349,127,142,136,0,134.2,0
1350,150,144,143,0,146.1,0
1351,131,144,114,0,129.79999999999998,0
1352,118,171,155,0,145.0,0
1353,165,132,150,0,150.6,0
1354,170,159,121,0,152.0,0
1355,143,179,163,0,159.8,0
1356,103,144,169,0,135.1,0
1357,144,140,159,0,147.29999999999998,0
1358,162,150,148,1,154.2,0
1359,125,178,166,0,153.2,0
1360,158,158,168,0,161.0,0
1361,154,144,161,0,153.1,0
1362,166,164,138,0,157.0,0
1363,157,132,160,1,150.4,0
1364,135,168,178,0,157.8,0
1365,178,163,143,0,163.0,1
1366,151,148,196,0,163.60000000000002,1
1367,154,138,144,1,146.2,0
1368,136,137,155,0,142.0,0
1369,146,165,141,0,150.2,0
1370,137,179,159,0,156.2,0
1371,151,142,120,0,139.0,0
1372,193,198,106,1,168.39999999999998,0
1373,127,113,133,0,124.6,0
1374,122,143,157,0,138.8,0
1375,184,154,174,1,172.0,1
1376,150,136,167,0,150.9,0
1377,141,136,107,0,129.3,0
1378,175,141,195,0,170.8,1
1379,142,160,160,0,152.8,0
1380,191,151,139,0,163.4,1
1381,168,110,158,0,147.6,0
1382,145,112,158,0,139.0,0
1383,198,142,141,0,164.10000000000002,1
1384,142,164,158,0,153.4,0
1385,169,100,142,0,140.20000000000002,0
1386,160,145,146,0,151.3,0
1387,181,144,141,0,157.89999999999998,0
1388,186,182,126,0,166.8,1
1389,155,147,157,0,153.2,0
1390,139,162,166,1,154.0,0
1391,164,157,165,0,162.20000000000002,0
1392,141,112,171,0,141.3,0
1393,195,170,161,0,177.3,1
1394,157,159,144,0,153.7,0
1395,147,165,171,0,159.60000000000002,0
1396,158,200,127,0,161.3,0
1397,128,113,136,0,125.89999999999999,0
1398,135,189,135,0,151.2,0
1399,179,149,176,0,169.10000000000002,1
1400,141,160,173,0,156.3,0
1401,134,154,164,0,149.0,0
1402,165,146,176,0,162.6,1
1403,178,143,137,0,155.2,0
1404,169,161,161,0,164.2,1
1405,174,124,152,0,152.4,0
1406,139,170,171,0,157.89999999999998,0
1407,126,146,152,0,139.8,0
1408,185,132,147,0,157.7,0
1409,148,145,165,0,152.2,0
1410,149,180,172,0,165.2,1
1411,181,144,141,0,157.89999999999998,0
1412,166,162,153,0,160.9,0
1413,164,140,133,0,147.5,0
1414,198,170,105,0,161.7,0
1415,199,188,108,0,168.4,0
1416,173,191,167,0,176.6,1
1417,156,151,160,1,155.7,0
1418,160,168,116,0,149.2,0
1419,185,156,147,0,164.9,1
1420,165,180,110,0,153.0,0
1421,165,140,182,0,162.6,1
1422,176,169,133,0,161.0,0
1423,147,151,180,0,158.1,0
1424,138,153,173,0,153.0,0
1425,134,156,136,1,141.2,0
1426,115,160,132,0,133.6,0
1427,196,152,162,0,172.6,1
1428,132,159,138,0,141.9,0
1429,150,186,157,0,162.9,1
1430,149,174,145,0,155.3,0
1431,161,172,119,0,151.7,0
1432,171,145,110,0,144.9,0
1433,172,137,159,0,157.6,0
1434,143,174,143,0,152.3,0
1435,151,172,143,0,154.9,0
1436,160,184,168,0,169.6,1
1437,150,142,178,1,156.0,0
1438,187,150,149,0,164.5,1
1439,164,122,148,0,146.60000000000002,0
1440,169,147,165,1,161.20000000000002,0
1441,168,174,127,0,157.5,0
1442,178,145,159,0,162.4,0
1443,158,167,166,0,163.10000000000002,1
1444,129,151,168,0,147.3,0
1445,162,161,116,0,147.89999999999998,0
1446,141,132,139,0,137.7,0
1447,144,156,137,0,145.5,0
1448,166,100,156,0,143.2,0
1449,179,151,164,0,166.1,1
1450,155,122,184,0,153.79999999999998,0
1451,161,179,145,0,161.6,0
1452,189,170,145,0,170.10000000000002,1
1453,159,164,177,0,165.9,1
1454,123,199,192,0,166.5,0
1455,166,136,180,0,161.2,0
1456,119,189,160,0,152.3,0
1457,170,173,131,0,159.2,0
1458,162,150,128,0,148.2,0
1459,180,177,123,1,162.0,0
1460,168,132,168,0,157.20000000000002,0
1461,152,138,178,0,155.6,0
1462,130,142,191,0,151.89999999999998,0
1463,150,144,171,0,154.5,0
1464,137,133,178,0,148.1,0
1465,143,179,143,0,153.8,0
1466,166,149,131,1,150.39999999999998,0
1467,188,162,172,0,175.4,1
1468,162,143,163,0,156.6,0
1469,131,118,157,0,134.9,0
1470,163,160,162,0,161.8,0
1471,178,116,161,1,154.3,0
1472,142,153,180,1,156.7,0
1473,152,127,180,0,152.9,0
1474,155,194,165,0,169.7,1
1475,139,173,171,0,158.8,0
1476,167,157,165,0,163.4,1
1477,152,180,145,1,158.3,0
1478,163,138,170,0,157.6,0
1479,137,165,127,0,142.4,0
1480,146,158,176,0,158.60000000000002,0
1481,169,160,131,0,154.9,0
1482,147,180,160,0,160.8,0
1483,189,169,138,0,167.70000000000002,1
1484,147,160,166,0,156.60000000000002,0
1485,159,121,154,0,146.1,0
1486,173,135,123,0,146.6,0
1487,126,152,163,0,144.9,0
1488,200,200,200,0,200.0,1
1489,124,132,172,0,140.8,0
1490,180,200,155,0,178.5,1
1491,143,185,162,0,161.3,0
1492,200,167,135,0,170.6,1
1493,143,156,143,0,146.9,0
1494,158,150,145,0,151.7,0
1495,185,135,172,0,166.1,1
1496,195,156,188,0,181.2,1
1497,196,160,138,0,167.8,1
1498,179,130,176,0,163.4,1
1499,175,161,111,0,151.6,0
1500,166,151,131,0,151.0,0
